,index,RANK,NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg,Puntos Fantasy,Player,Team,Precio,Uso,Form,TP,PosFantasy,PosAgg
623,623,,ryan rollins,Mil,G,21.8,3,4.0,10.8,33.3,0,0.0,1,0.0,1,1.0,0.75,0.75,1.0,0.7,1.0,0.7,0.0,0.3,1.7,2.0,2.7,8.9,126.9,100.9,4.44,ryan rollins, MIL  ,4.5,0.001,0.0,111.6,Back,Back
624,624,,james johnson,Ind,F,37.1,9,5.2,14.1,32.4,2,1.0,8,0.375,2,0.0,0.3,0.368,0.9,0.4,0.9,0.6,0.1,0.6,1.3,1.8,2.2,5.3,79.2,100.1,3.5188888888888887,james johnson, IND  ,4.5,0.003,0.0,35.4,Front,Front
625,625,,thanasis antetokounmpo,Mil,F,31.7,34,4.6,12.5,31.8,2,0.0,29,0.552,1,0.0,0.533,0.518,0.9,0.4,0.5,0.2,0.1,0.4,1.3,1.4,1.8,4.9,92.0,104.1,2.37164705882353,thanasis antetokounmpo, MIL  ,4.5,0.002,0.0,92.1,Front,Front
626,626,,daquan jeffries,Nyk,G-F,26.6,17,2.7,19.6,15.0,2,0.0,7,0.571,10,0.2,0.412,0.391,0.8,0.3,0.3,0.0,0.1,0.2,1.1,1.1,1.4,6.2,0.0,0.0,1.633176470588235,daquan jeffries, CHA  ,4.5,0.002,0.0,27.5,Front,Back
627,627,,charlie brown jr.,Nyk,G,26.2,8,4.7,13.9,16.7,0,0.0,3,0.0,7,0.286,0.3,0.3,0.8,0.3,0.0,0.0,0.3,0.3,1.0,0.8,1.0,0.0,60.2,106.6,1.41075,charlie brown jr., CHA  ,4.5,0.003,0.0,12.4,Front,Back
628,628,,ish wainright,Pho,F,29.6,4,4.1,18.4,14.3,0,0.0,2,0.0,4,0.25,0.25,0.25,0.8,1.3,0.3,0.5,0.0,0.3,2.0,1.0,2.3,6.6,79.9,87.1,3.46,ish wainright, PHX  ,4.5,0.002,0.0,54.3,Front,Front
629,629,,shaquille harrison,Mem,G,30.5,3,2.0,14.3,0.0,0,0.0,2,0.5,0,0.0,0.5,0.5,0.7,0.7,0.0,0.0,0.3,0.0,1.3,0.7,1.3,0.0,0.0,0.0,2.1066666666666665,shaquille harrison, MEM  ,4.5,0.001,0.0,7.4,Front,Back
630,630,,wendell moore jr.,Min,G,22.6,25,3.0,12.9,18.2,0,0.0,12,0.75,6,0.0,0.5,0.5,0.7,0.5,0.2,0.2,0.0,0.2,1.2,1.0,1.4,5.5,0.0,0.0,1.82,wendell moore jr., DET  ,4.5,0.006,0.0,55.4,Front,Back
631,631,,jalen slawson,Sac,F,24.5,12,3.1,9.2,25.0,0,0.0,4,1.0,2,0.0,0.667,0.667,0.7,0.6,0.2,0.1,0.1,0.2,1.3,0.8,1.4,5.7,0.0,0.0,1.886666666666667,jalen slawson, ORL  ,4.5,0.001,0.0,23.4,Front,Front
632,632,,alondes williams,Mia,G,24.8,7,2.2,29.9,19.2,1,1.0,4,0.5,4,0.0,0.25,0.296,0.7,0.1,0.0,0.0,0.1,0.3,0.9,0.7,0.9,0.0,0.0,0.0,0.7342857142857142,alondes williams, LAC  ,4.5,0.001,0.0,7.2,Front,Back
633,633,,pat spencer,Gol,G,27.8,6,4.3,8.2,20.0,0,0.0,2,1.0,2,0.0,0.5,0.5,0.7,0.7,0.8,0.0,0.0,0.2,1.3,1.5,2.2,6.8,127.5,118.6,2.506666666666667,pat spencer, GSW  ,4.5,0.002,0.0,15.3,Front,Back
634,634,,quenton jackson,Ind,G,25.6,3,3.5,7.5,0.0,2,1.0,1,0.0,0,0.0,0.0,0.532,0.7,1.3,0.7,0.3,0.0,0.0,2.0,1.3,2.7,9.8,0.0,0.0,3.8766666666666665,quenton jackson, IND  ,4.5,0.001,0.0,12.8,Front,Back
635,635,,juan toscano-anderson,Sac,F,31.0,11,4.8,11.4,14.3,0,0.0,8,0.25,4,0.25,0.292,0.292,0.6,1.3,0.4,0.1,0.1,0.2,1.9,1.0,2.3,5.7,83.3,95.2,2.9963636363636366,juan toscano-anderson, SAC  ,4.5,0.002,0.0,29.9,Front,Front
636,636,,usman garuba,Gol,F,22.1,6,3.0,21.0,24.3,2,0.5,5,0.2,1,0.0,0.167,0.218,0.5,1.2,0.2,0.2,0.5,0.3,1.7,0.7,1.8,6.6,0.0,0.0,3.3400000000000003,usman garuba, GSW  ,4.5,0.004,0.0,22.9,Front,Front
637,637,,e.j. liddell,Nor,F,23.3,8,2.9,16.7,23.7,2,1.0,1,1.0,5,0.0,0.167,0.291,0.5,0.6,0.1,0.3,0.3,0.3,1.1,0.6,1.3,4.3,0.0,0.0,2.2700000000000005,e.j. liddell, CHI  ,4.5,0.002,0.0,21.5,Front,Front
638,638,,pete nance,Cle,F,24.2,8,3.4,12.7,14.3,2,0.0,5,0.0,1,1.0,0.25,0.218,0.4,0.4,0.0,0.1,0.0,0.1,0.8,0.4,0.8,0.0,0.0,0.0,0.955,pete nance, CLE  ,4.5,0.004,0.0,8.6,Front,Front
639,639,,maxwell lewis,Lal,F,21.7,34,3.0,13.6,32.0,3,0.667,12,0.25,9,0.111,0.214,0.246,0.3,0.1,0.2,0.1,0.0,0.3,0.4,0.5,0.6,2.4,0.0,0.0,0.643470588235294,maxwell lewis, LAL  ,4.5,0.002,0.0,23.8,Front,Front
640,640,,harry giles iii,Lal,F-C,26.0,7,2.7,13.8,0.0,0,0.0,3,0.333,3,0.0,0.167,0.167,0.3,0.6,0.0,0.1,0.0,0.0,0.9,0.3,0.9,0.0,0.0,0.0,1.2054285714285713,harry giles iii, CHA  ,4.5,0.004,0.0,109.0,Front,Front
641,641,,danny green,Phi,G,36.8,2,9.3,4.7,0.0,0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,1.5,0.0,33.1,112.0,2.95,danny green, PHI  ,4.5,0.002,0.0,6.9,Front,Back
642,642,,ryan arcidiacono,Nyk,G,30.1,20,2.3,7.6,25.0,0,0.0,0,0.0,6,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.1,0.4,0.2,0.6,0.0,0.0,0.0,0.88,ryan arcidiacono, DET  ,4.5,0.001,0.0,19.6,Front,Back
643,643,,kaiser gates,Nor,F,27.4,1,7.4,23.5,0.0,0,0.0,2,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,118.9,1.2,kaiser gates, NOP  ,4.5,0.0,0.0,1.2,Front,Front
644,644,,marques bolden,Mil,C,26.0,2,1.5,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2,marques bolden, CHA  ,4.5,0.0,0.0,110.8,Front,Back
645,645,,filip petrusev,Phi,C,24.0,1,2.7,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2,filip petrusev, SAC  ,4.5,0.001,0.0,4.2,Front,Back
646,646,,javonte smart,Phi,G,24.9,1,0.7,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,javonte smart, ORL  ,4.5,0.001,0.0,0.0,Front,Back
647,647,,malcolm cazalon,Det,G,22.6,1,2.6,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,malcolm cazalon, DET  ,4.5,0.001,0.0,0.0,Front,Back
648,648,,ron harper jr.,Tor,F,24.0,1,3.7,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5,ron harper jr., BOS  ,4.5,0.006,0.0,1.5,Front,Front
649,649,,dmytro skapintsev,Nyk,C,25.9,2,1.1,20.5,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dmytro skapintsev, BOS  ,4.5,0.003,0.0,0.0,Front,Back
650,650,,trey jemison,Was,C,24.4,2,0.8,28.1,100.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.09999999999999998,trey jemison, NOP  ,6.0,0.004,0.0,458.5,Front,Back
651,651,,kira lewis jr.,Tor,G,23.0,1,1.6,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kira lewis jr., WAS  ,5.0,0.001,0.0,194.7,Front,Back
652,652,,darius bazley,Phi,F,23.8,3,3.3,8.8,50.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.3,0.3,0.7,1.0,0.0,0.0,0.0,1.1099999999999997,darius bazley, UTA  ,5.5,0.0,0.0,123.1,Front,Front
653,653,,justin jackson,Min,F,29.1,2,0.4,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,justin jackson, MIN  ,5.0,0.0,0.0,0.0,Front,Front
654,654,,jalen crutcher,Nor,G,24.7,1,2.7,16.1,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jalen crutcher, NOP  ,4.5,0.004,0.0,0.0,Front,Back
655,655,,andrew funk,Chi,G,24.6,5,2.7,13.1,0.0,0,0.0,1,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,andrew funk, CHI  ,4.5,0.0,0.0,6.0,Front,Back
656,656,,jacob gilyard,Bro,G,25.8,4,11.2,6.8,14.3,0,0.0,0,0.0,6,0.0,0.0,0.0,0.0,0.8,1.5,1.5,0.0,0.3,0.8,1.5,2.3,0.0,57.7,106.2,5.91,jacob gilyard, CLE  ,5.0,0.002,0.0,517.7,Front,Back
657,657,,mamadi diakite,Nyk,F,27.2,3,2.8,10.2,50.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.6599999999999999,mamadi diakite, PHX  ,4.5,0.001,0.0,24.8,Front,Front
